Source,Target,duracion,explicito,visitas,fecha_publicacion
0,16,256,False,15636334,2022/12/15,PLAYA DEL INGLÉS
1,30,256,False,65503160,2022/11/30,La jumpa
0,11,204,False,415601835,2022/07/06,"Quevedo: Bzrp Music Sessions, Vol. 52"
2,319,213,False,8574494,2022/11/24,Patio de la Cárcel (Tangos - Official Video)
3,320,188,False,29640959,2022/06/16,LAS 12
4,321,163,False,27107585,2022/06/02,mariposas
5,320,224,False,20771412,2022/05/12,Quiero Decirte (Official Video)
6,15,247,False,15595811,2022/09/01,SI ELLA SUPIERA (Video Oficial)
7,322,214,False,92638182,2022/09/24,PUNTO 40
8,47,185,False,157193834,2022/10/19,Monotonía
9,323,229,False,30257090,2022/07/21,Quieres
9,4,229,False,30257090,2022/07/21,Quieres
0,324,193,False,32172951,2022/07/21,Sin Señal
10,325,222,False,258036264,2022/08/25,GATÚBELA
8,7,196,False,439538253,2022/04/21,Te Felicito
11,18,232,False,56744640,2022/11/16,"Bzrp Music Sessions, Vol. 50"
12,30,257,False,19288593,2022/12/22,Gato de Noche
10,324,216,False,80547325,2022/11/13,Cairo
13,63,219,False,13344900,2022/12/20,Yandel 150
14,319,232,False,23540193,2022/06/23,La Llama del Amor (Rumba - Official Video)
14,326,232,False,23540193,2022/06/23,La Llama del Amor (Rumba - Official Video)
15,327,252,False,3405074,2022/11/17,5 SENTÍOS (Video Oficial)
16,76,225,False,39635201,2022/07/14,Traductor
7,328,207,False,97994964,2022/07/25,LOKERA
7,329,207,False,97994964,2022/07/25,LOKERA
0,41,200,False,8162226,2022/11/03,APA
17,330,240,False,221082076,2022/09/07,Calm Down
0,331,150,False,53895914,2021/12/10,Ahora y Siempre
18,332,249,False,30515752,2022/12/15,Marisola (Remix) (feat. Standly & Stars Music Chile)
18,333,249,False,30515752,2022/12/15,Marisola (Remix) (feat. Standly & Stars Music Chile)
19,334,195,False,1014673,2022/12/08,KDERONA
19,335,195,False,1014673,2022/12/08,KDERONA
0,336,199,False,2818867,2022/12/01,Real G (Video Oficial)
20,337,177,False,20699061,2022/08/25,DISCOTEKA (Official Video)
21,338,253,False,4976570,2022/09/01,Muchoperro
21,339,253,False,4976570,2022/09/01,Muchoperro
0,41,275,False,8451608,2022/11/24,LACONE
0,340,275,False,8451608,2022/11/24,LACONE
22,341,170,False,78370016,2022/10/27,Miss You
23,342,178,False,91769622,2022/09/20,I'm Good (Blue)
24,7,188,False,8692930,2022/12/27,RON COLA
25,343,370,False,32905073,2022/10/07,"34 AMOR Y MAFIA [REMIX] (feat. El Jincho, Camin, Harry Nach & Pedro Calderon)"
25,344,370,False,32905073,2022/10/07,"34 AMOR Y MAFIA [REMIX] (feat. El Jincho, Camin, Harry Nach & Pedro Calderon)"
26,345,266,False,26246814,2022/09/02,El Pañuelo (Official Video)
27,18,188,False,10017374,2022/09/08,Pantera
28,319,200,False,4639837,2022/10/06,Una y Mil Veces (Official Video)
29,346,221,False,14793177,2022/11/08,DURO (feat. Jenny La Sexy Voz)
29,347,221,False,14793177,2022/11/08,DURO (feat. Jenny La Sexy Voz)
30,348,259,False,226722028,2022/05/06,Ojitos Lindos
31,349,214,False,583283,2022/12/22,Chocolate con Pan (feat. Big Lois & Israel Amador)
31,350,214,False,583283,2022/12/22,Chocolate con Pan (feat. Big Lois & Israel Amador)
8,47,167,False,27429623,2022/10/29,Monotonía
32,67,240,False,59679067,2022/07/18,Los Cachos
33,351,220,False,4362923,2022/09/01,Diablo
34,352,268,False,914128,2022/12/15,Te echo de menos
34,353,268,False,914128,2022/12/15,Te echo de menos
35,34,217,False,1829477,2022/11/21,Mi Corazón Es Mío
16,143,194,False,6957838,2022/11/24,ULALA (OOH LA LA)
36,354,183,False,7734874,2022/08/19,Cero (Remix)
36,355,183,False,7734874,2022/08/19,Cero (Remix)
13,63,219,False,13344900,2022/12/20,Yandel 150
12,30,257,False,19288593,2022/12/22,Gato de Noche
24,7,188,False,8692930,2022/12/27,RON COLA
29,356,296,False,16279076,2022/12/08,La Máquina
29,46,296,False,16279076,2022/12/08,La Máquina
29,221,296,False,16279076,2022/12/08,La Máquina
10,325,222,False,258036264,2022/08/25,GATÚBELA
37,357,150,False,689912,2023/01/06,Bájala
18,332,249,False,30515752,2022/12/15,Marisola (Remix) (feat. Standly & Stars Music Chile)
18,333,249,False,30515752,2022/12/15,Marisola (Remix) (feat. Standly & Stars Music Chile)
7,322,214,False,92639846,2022/09/24,PUNTO 40
38,63,231,False,19136671,2022/10/20,En La De Ella
38,98,231,False,19136671,2022/10/20,En La De Ella
39,356,227,False,7271686,2022/12/15,Si Te Pillo
40,358,228,False,41964407,2021/04/23,Mini Mini
7,328,207,False,97994964,2022/07/25,LOKERA
7,329,207,False,97994964,2022/07/25,LOKERA
13,76,173,False,4169195,2022/12/01,Delincuente
29,346,221,False,14793300,2022/11/08,DURO (feat. Jenny La Sexy Voz)
29,347,221,False,14793300,2022/11/08,DURO (feat. Jenny La Sexy Voz)
41,46,186,False,2507952,2022/11/03,AIRBNB
42,46,260,False,17749292,2022/10/13,INSTAGRAM REMIX  🥵
42,85,260,False,17749292,2022/10/13,INSTAGRAM REMIX  🥵
16,143,194,False,6957838,2022/11/24,ULALA (OOH LA LA)
13,1,203,False,10135652,2022/10/20,Doxxis
43,337,206,False,20989614,2022/09/29,LOKITA
44,359,193,False,684791,2022/10/13,Aprovechame BB
38,16,218,False,13116216,2022/08/18,Ande Con Quien Ande
29,346,256,False,180915724,2022/05/19,La Llevo Al Cielo (Official Video)
29,12,256,False,180915724,2022/05/19,La Llevo Al Cielo (Official Video)
29,360,256,False,180915724,2022/05/19,La Llevo Al Cielo (Official Video)
45,360,239,False,50342056,2022/06/09,Nos Comemos Vivos (Official Video)
29,361,244,False,28825746,2022/07/14,Malo
29,362,244,False,28825746,2022/07/14,Malo
46,7,202,False,32782946,2022/06/03,Loco Por Perrearte (Remix)
16,76,225,False,39635201,2022/07/14,Traductor
7,360,232,False,366885156,2021/12/09,Desesperados
47,76,217,False,62053605,2022/06/02,Nos Comemos
48,43,234,False,2792126,2022/11/15,Mayor que usted
48,143,234,False,2792126,2022/11/15,Mayor que usted
49,363,237,False,60656933,2022/03/17,Pantysito (Official Video)
49,63,237,False,60656933,2022/03/17,Pantysito (Official Video)
30,143,195,False,86044835,2022/04/06,X ÚLTIMA VEZ
41,63,205,False,97782586,2022/03/31,LA INOCENTE
50,30,232,False,401175322,2021/08/02,"Aventura, Bad Bunny - Volví (Video Oficial)"
50,345,232,False,401175322,2021/08/02,"Aventura, Bad Bunny - Volví (Video Oficial)"
51,364,399,False,392604760,2021/06/17,"Poblado (feat. Crissin, Natan & Shander & Totoy El Frio)"
51,365,399,False,392604760,2021/06/17,"Poblado (feat. Crissin, Natan & Shander & Totoy El Frio)"
52,63,234,False,302514111,2021/11/12,Monastery
53,42,241,False,285496273,2021/10/27,Medallo
53,315,241,False,285496273,2021/10/27,Medallo
54,53,349,False,140486330,2021/10/29,Ella (Remix)
54,366,349,False,140486330,2021/10/29,Ella (Remix)
54,367,349,False,140486330,2021/10/29,Ella (Remix)
55,30,270,False,311490727,2021/06/24,Nio Garcia x J Balvin x Bad Bunny - AM Remix
55,57,270,False,311490727,2021/06/24,Nio Garcia x J Balvin x Bad Bunny - AM Remix
52,368,184,False,4848768,2022/11/30,Marbella
10,325,222,False,258036421,2022/08/25,GATÚBELA
43,47,274,False,2441808749,2017/08/18,Criminal
30,369,214,False,1240839109,2020/10/29,Dákiti
56,43,217,False,2080735708,2018/04/20,Sin Pijama
30,57,306,False,1967941452,2019/05/16,No Me Conoce (Remix)
30,369,306,False,1967941452,2019/05/16,No Me Conoce (Remix)
10,370,204,False,1398140533,2019/11/07,Tusa (Official Video)
7,360,232,False,366885156,2021/12/09,Desesperados
57,337,217,False,585112067,2021/05/27,Qué Más Pues? (Official Video)
10,29,258,False,1346134778,2019/01/14,Secreto
16,371,218,False,774904622,2020/07/17,La Curiosidad
16,230,218,False,774904622,2020/07/17,La Curiosidad
58,1,233,False,858182566,2019/12/12,Sigues Con El (feat. Sech)
29,90,292,False,1003516599,2019/08/22,Adicto (Official Video)
29,47,292,False,1003516599,2019/08/22,Adicto (Official Video)
51,364,399,False,392604760,2021/06/17,"Poblado (feat. Crissin, Natan & Shander & Totoy El Frio)"
51,365,399,False,392604760,2021/06/17,"Poblado (feat. Crissin, Natan & Shander & Totoy El Frio)"
7,372,213,False,473704754,2021/02/13,2/Catorce
54,30,266,False,875631782,2019/05/10,Soltera (remix)
54,143,266,False,875631782,2019/05/10,Soltera (remix)
29,346,256,False,180915724,2022/05/19,La Llevo Al Cielo (Official Video)
29,12,256,False,180915724,2022/05/19,La Llevo Al Cielo (Official Video)
29,360,256,False,180915724,2022/05/19,La Llevo Al Cielo (Official Video)
53,42,241,False,285496273,2021/10/27,Medallo
53,315,241,False,285496273,2021/10/27,Medallo
47,84,262,False,619412085,2020/08/17,Caramelo Remix (Video Oficial)
47,16,262,False,619412085,2020/08/17,Caramelo Remix (Video Oficial)
30,90,252,False,1010195022,2019/05/31,Callaita
7,328,207,False,97994964,2022/07/25,LOKERA
7,329,207,False,97994964,2022/07/25,LOKERA
56,373,280,False,841103218,2018/08/02,Cuando Te Besé (Official Video)
57,98,250,False,383510193,2020/09/03,Relación (remix) (feat. Farruko & ROSALÍA)
57,143,250,False,383510193,2020/09/03,Relación (remix) (feat. Farruko & ROSALÍA)
7,360,208,False,628571975,2019/03/14,El Efecto
59,47,204,False,613838052,2019/03/21,Te Robaré
2,7,198,False,565509632,2019/08/28,Fantasias
48,143,276,False,458266079,2019/06/27,Si Supieras
55,30,270,False,311490727,2021/06/24,Nio Garcia x J Balvin x Bad Bunny - AM Remix
55,57,270,False,311490727,2021/06/24,Nio Garcia x J Balvin x Bad Bunny - AM Remix
38,16,245,False,158345006,2021/11/18,Súbelo
38,29,245,False,158345006,2021/11/18,Súbelo
2,43,261,False,423056815,2019/09/06,"DJ no pare (Remix) (feat. Lenny Tavárez, Dalex & Zion)"
2,315,261,False,423056815,2019/09/06,"DJ no pare (Remix) (feat. Lenny Tavárez, Dalex & Zion)"
60,85,188,False,537488633,2018/05/10,Asesina
30,356,296,False,354268719,2020/02/28,Safaera
30,12,296,False,354268719,2020/02/28,Safaera
29,7,229,False,423052145,2020/10/22,Reloj
10,63,145,False,114470401,2021/12/21,FRIKI (Official Video)
55,16,348,False,244935877,2020/09/04,La Jeepeta (Remix) (feat. Juanka & Brray)
55,29,348,False,244935877,2020/09/04,La Jeepeta (Remix) (feat. Juanka & Brray)
47,76,217,False,62053605,2022/06/02,Nos Comemos
30,57,225,False,364910360,2019/06/27,QUE PRETENDES (Official Video)
61,98,274,False,140072466,2021/08/12,"Se Le Ve (feat. Dimelo Flow, Lenny Tavárez, De La Ghetto & Arcangel)"
61,374,274,False,140072466,2021/08/12,"Se Le Ve (feat. Dimelo Flow, Lenny Tavárez, De La Ghetto & Arcangel)"
56,10,275,False,65271575,2022/04/15,MAMIII
62,38,361,False,160924854,2021/06/15,Fiel (Remix)
62,39,361,False,160924854,2021/06/15,Fiel (Remix)
62,29,361,False,160924854,2021/06/15,Fiel (Remix)
45,360,239,False,50342056,2022/06/09,Nos Comemos Vivos (Official Video)
49,363,237,False,60656933,2022/03/17,Pantysito (Official Video)
49,63,237,False,60656933,2022/03/17,Pantysito (Official Video)
29,143,225,False,520813687,2018/11/08,Adictiva
30,369,227,False,233926783,2020/05/10,CÓMO SE SIENTE (Remix)
55,53,377,False,312973798,2019/07/18,"Mírame (remix) (feat. Darell, Myke Towers & Casper Magico)"
55,7,377,False,312973798,2019/07/18,"Mírame (remix) (feat. Darell, Myke Towers & Casper Magico)"
39,59,235,False,446082668,2017/07/28,Si Tú la Ves
38,41,196,False,139004763,2021/04/14,512
2,16,303,False,147997867,2020/11/05,La Tóxica (Remix) (feat. Tempo & Jay Wheeler)
2,98,303,False,147997867,2020/11/05,La Tóxica (Remix) (feat. Tempo & Jay Wheeler)
63,315,233,False,165710745,2020/02/24,Porfa (Video Oficial)
45,42,226,False,75811355,2021/05/12,BLESSD ❌ MALUMA | 🔥IMPOSIBLE 🔥(REMIX - OFFICIAL VIDEO)
38,98,220,False,93557085,2021/07/08,911 (Remix)
2,64,223,False,524447636,2014/05/27,Passion Whine
46,143,236,False,274596438,2017/09/14,La Formula (feat. Chris Jedi)
46,47,236,False,274596438,2017/09/14,La Formula (feat. Chris Jedi)
59,7,228,False,181637111,2019/01/25,Que le de
30,369,214,False,1240839109,2020/10/29,Dákiti
10,325,222,False,258036421,2022/08/25,GATÚBELA
43,56,219,False,629717679,2021/04/20,Ram pam pam
10,29,302,False,1969159201,2019/07/19,China (feat. J Balvin & Ozuna)
10,143,302,False,1969159201,2019/07/19,China (feat. J Balvin & Ozuna)
54,30,266,False,875631782,2019/05/10,Soltera (remix)
54,143,266,False,875631782,2019/05/10,Soltera (remix)
55,30,270,False,311490727,2021/06/24,Nio Garcia x J Balvin x Bad Bunny - AM Remix
55,57,270,False,311490727,2021/06/24,Nio Garcia x J Balvin x Bad Bunny - AM Remix
41,30,274,False,334262966,2021/07/08,Volando (remix)
41,98,274,False,334262966,2021/07/08,Volando (remix)
59,57,192,False,2128223453,2018/03/01,X
2,59,240,False,375786522,2018/12/21,Baby
2,375,240,False,375786522,2018/12/21,Baby
30,356,296,False,354268719,2020/02/28,Safaera
30,12,296,False,354268719,2020/02/28,Safaera
2,145,197,False,101015052,2019/04/19,Ramayama
64,57,236,False,255585611,2019/03/15,Contra La Pared
65,376,291,False,512091272,2018/11/05,"Bubalu (feat. Anuel AA, Prince Royce & Becky G)"
29,60,211,False,146646124,2019/02/14,Controla
2,16,248,False,439493160,2019/02/25,Si se da
29,143,225,False,520813687,2018/11/08,Adictiva
32,47,239,False,1057344225,2018/06/28,Vaina loca
59,47,204,False,613838052,2019/03/21,Te Robaré
56,373,280,False,841103218,2018/08/02,Cuando Te Besé (Official Video)
39,59,235,False,446082668,2017/07/28,Si Tú la Ves
66,377,281,False,197727941,2018/09/27,Está Rico
66,30,281,False,197727941,2018/09/27,Está Rico
57,378,274,False,748087630,2018/06/28,No Es Justo (Official Video)
65,59,303,False,486773458,2019/03/28,Verte Ir
65,85,303,False,486773458,2019/03/28,Verte Ir
65,29,303,False,486773458,2019/03/28,Verte Ir
10,29,258,False,1346134778,2019/01/14,Secreto
56,43,217,False,2080735708,2018/04/20,Sin Pijama
43,379,221,False,1411448860,2018/06/01,No Me Acuerdo (Official Video)
59,29,263,False,121788077,2019/05/16,Ven y Hazlo Tú (feat. Arcangel)
59,57,263,False,121788077,2019/05/16,Ven y Hazlo Tú (feat. Arcangel)
30,57,306,False,1967941452,2019/05/16,No Me Conoce (Remix)
30,369,306,False,1967941452,2019/05/16,No Me Conoce (Remix)
67,380,254,False,498018756,2018/12/13,Te Vi
68,57,190,False,445540266,2019/06/13,Loco Contigo
68,381,190,False,445540266,2019/06/13,Loco Contigo
48,143,276,False,458266079,2019/06/27,Si Supieras
59,61,296,False,318656836,2019/06/07,"Cuaderno (feat. Lenny Tavárez, Rafa Pabön, Sech & Feid)"
59,315,296,False,318656836,2019/06/07,"Cuaderno (feat. Lenny Tavárez, Rafa Pabön, Sech & Feid)"
59,98,206,False,143291849,2019/08/01,Atrévete
2,382,169,False,247734591,2018/09/06,Ponle
2,57,169,False,247734591,2018/09/06,Ponle
69,56,229,False,63888989,2019/06/27,Que me baile
30,2,298,False,118747205,2019/09/25,La Cartera (Official Video)
59,383,223,False,67043545,2019/10/10,Bota Fuego (con Nicky Jam - Official Video)
53,315,180,False,85056978,2020/02/06,La Pared 360
32,63,232,False,79536448,2020/02/13,BORRAXXA (Video Oficial)
30,43,234,False,471981962,2018/01/11,Amantes de una Noche
30,26,218,False,573131192,2021/02/14,LA NOCHE DE ANOCHE
47,98,206,False,202239550,2019/09/25,Si te vas
30,90,252,False,1010195022,2019/05/31,Callaita
32,1,190,False,46365242,2020/02/07,Hábitos
29,43,274,False,385700604,2020/03/05,Fantasias (Remix) (feat. Lunay & Farruko)
29,7,274,False,385700604,2020/03/05,Fantasias (Remix) (feat. Lunay & Farruko)
2,7,198,False,565509632,2019/08/28,Fantasias
30,98,248,False,321033558,2020/02/13,Ignorantes
58,53,222,False,200406307,2019/09/20,Quizás
58,39,222,False,200406307,2019/09/20,Quizás
58,61,222,False,200406307,2019/09/20,Quizás
30,57,225,False,364910360,2019/06/27,QUE PRETENDES (Official Video)
70,384,235,False,1904275,2022/12/08,Anfetamina
8,47,185,False,157195779,2022/10/19,Monotonía
45,360,239,False,50342056,2022/06/09,Nos Comemos Vivos (Official Video)
10,324,216,False,80549564,2022/11/13,Cairo
29,346,221,False,14793300,2022/11/08,DURO (feat. Jenny La Sexy Voz)
29,347,221,False,14793300,2022/11/08,DURO (feat. Jenny La Sexy Voz)
9,323,229,False,30257173,2022/07/21,Quieres
9,4,229,False,30257173,2022/07/21,Quieres
71,56,192,False,69037113,2022/07/06,La Loto (Official Video)
71,385,192,False,69037113,2022/07/06,La Loto (Official Video)
12,30,257,False,19288593,2022/12/22,Gato de Noche
72,386,180,False,22507,2022/12/14,Cancun
72,387,180,False,22507,2022/12/14,Cancun
10,325,222,False,258036421,2022/08/25,GATÚBELA
0,11,204,False,415601835,2022/07/06,"Quevedo: Bzrp Music Sessions, Vol. 52"
73,388,132,False,53332,2022/12/01,La 40
73,389,132,False,53332,2022/12/01,La 40
0,46,228,False,75956183,2022/03/31,Si Quieren Frontear
0,18,228,False,75956183,2022/03/31,Si Quieren Frontear
74,46,192,False,22677440,2022/08/08,Peli-Culeo
74,390,192,False,22677440,2022/08/08,Peli-Culeo
3,320,188,False,29640959,2022/06/16,LAS 12
43,337,206,False,20989748,2022/09/29,LOKITA
42,52,168,False,123071382,2022/01/27,Quien TV Remix
10,63,145,False,114470401,2021/12/21,FRIKI (Official Video)
75,337,190,False,72177901,2021/11/24,Los Tragos
29,391,200,False,20661685,2022/11/23,Si yo me muero
76,392,213,False,152505316,2021/10/21,Salimo de Noche
8,7,196,False,439538253,2022/04/21,Te Felicito
7,322,214,False,92639853,2022/09/24,PUNTO 40
77,393,420,False,106921597,2022/01/13,Cayó La Noche (Remix) (feat. Abhir Hathi & EL IMA)
38,41,241,False,30910441,2022/06/15,MEMORIAS
26,345,266,False,26246814,2022/09/02,El Pañuelo (Official Video)
7,328,207,False,97994964,2022/07/25,LOKERA
7,329,207,False,97994964,2022/07/25,LOKERA
38,63,231,False,19136671,2022/10/20,En La De Ella
38,98,231,False,19136671,2022/10/20,En La De Ella
78,337,254,False,69363549,2022/03/03,Te Espero (Official Video)
52,63,234,False,302514111,2021/11/12,Monastery
25,343,370,False,32905073,2022/10/07,"34 AMOR Y MAFIA [REMIX] (feat. El Jincho, Camin, Harry Nach & Pedro Calderon)"
25,344,370,False,32905073,2022/10/07,"34 AMOR Y MAFIA [REMIX] (feat. El Jincho, Camin, Harry Nach & Pedro Calderon)"
79,52,208,False,60618740,2022/05/12,Monumento (Remix)
79,327,208,False,60618740,2022/05/12,Monumento (Remix)
47,225,208,False,60792606,2022/08/10,Somos Iguales (feat. Louchie Lou & Michie One)
80,0,193,False,68546597,2022/06/01,FERNET
81,394,170,False,27267135,2022/09/29,Perfecta
29,346,256,False,180915724,2022/05/19,La Llevo Al Cielo (Official Video)
29,12,256,False,180915724,2022/05/19,La Llevo Al Cielo (Official Video)
29,360,256,False,180915724,2022/05/19,La Llevo Al Cielo (Official Video)
76,395,289,False,299863102,2022/01/05,Entre Nosotros (Remix)
76,337,289,False,299863102,2022/01/05,Entre Nosotros (Remix)
76,333,289,False,299863102,2022/01/05,Entre Nosotros (Remix)
7,360,232,False,366885156,2021/12/09,Desesperados
41,63,202,False,41822998,2022/05/19,LA INOCENTE
30,26,218,False,573131192,2021/02/14,LA NOCHE DE ANOCHE
30,369,214,False,1240839109,2020/10/29,Dákiti
47,84,262,False,619412088,2020/08/17,Caramelo Remix (Video Oficial)
47,16,262,False,619412088,2020/08/17,Caramelo Remix (Video Oficial)
10,370,204,False,1398140533,2019/11/07,Tusa (Official Video)
47,396,259,False,516834384,2020/09/03,Despeinada
30,29,269,False,350705083,2020/05/28,Hasta que Dios diga
16,366,233,False,695431151,2020/12/10,Bandido
53,61,197,False,314438971,2020/03/26,Elegí (feat. Dimelo Flow)
53,7,197,False,314438971,2020/03/26,Elegí (feat. Dimelo Flow)
29,7,229,False,423052145,2020/10/22,Reloj
30,397,250,False,335452199,2020/07/23,UN DIA (ONE DAY)
30,90,250,False,335452199,2020/07/23,UN DIA (ONE DAY)
30,57,250,False,335452199,2020/07/23,UN DIA (ONE DAY)
82,26,175,False,219004487,2020/05/28,TKN
83,396,211,False,748976712,2019/08/08,Tutu
8,29,193,False,227043374,2020/03/06,Me Gusta (Official Video)
30,143,207,False,304870883,2020/02/28,La santa
84,29,203,False,191264208,2020/04/01,Follow
85,223,216,False,171946708,2020/03/11,4K
85,398,216,False,171946708,2020/03/11,4K
32,16,237,False,186086673,2020/10/08,La Nota
32,7,237,False,186086673,2020/10/08,La Nota
45,399,537,False,209497305,2020/09/24,Pa ti (For You)
39,47,254,False,98550328,2020/07/23,Gistro amarillo
47,143,243,False,149280685,2020/09/23,No se da cuenta
86,16,183,False,131281864,2020/04/17,Ponte Pa' Mi
86,7,183,False,131281864,2020/04/17,Ponte Pa' Mi
30,400,266,False,156150128,2020/03/13,Bichiyal
87,7,192,False,39494326,2021/02/18,Vacío (Official Video)
57,356,216,False,89421314,2020/07/17,Anaranjado
30,41,280,False,199563772,2020/09/20,Una vez
88,401,211,False,71781182,2020/03/12,Raro (Official Video)
88,402,211,False,71781182,2020/03/12,Raro (Official Video)
89,43,211,False,81708676,2020/04/02,Honey Boo (Official Video)
10,403,185,False,97531374,2020/04/28,La Vida Continuó
29,382,184,False,63503256,2020/04/16,No Me Ame
29,404,184,False,63503256,2020/04/16,No Me Ame
2,29,246,False,61639212,2020/06/10,Que se joda
2,405,246,False,61639212,2020/06/10,Que se joda
57,47,239,False,262140753,2020/12/18,Una locura
57,360,239,False,262140753,2020/12/18,Una locura
53,61,282,False,56578134,2020/04/30,Te Falle (Remix)
53,60,282,False,56578134,2020/04/30,Te Falle (Remix)
1,98,196,False,67873435,2020/10/01,Amantes y amigos
75,406,218,False,91261231,2020/06/11,La bella y la bestia
13,7,173,False,56877639,2020/07/30,Dembow 2020
57,98,292,False,59508444,2020/10/31,La Luz
55,407,205,False,92662462,2020/11/05,Travesuras
55,408,205,False,92662462,2020/11/05,Travesuras
13,29,227,False,50478545,2020/08/05,Por mi reggae muero 2020
29,47,207,False,53944779,2021/01/21,Antes
10,29,302,False,1969159201,2019/07/19,China (feat. J Balvin & Ozuna)
10,143,302,False,1969159201,2019/07/19,China (feat. J Balvin & Ozuna)
30,57,306,False,1967941452,2019/05/16,No Me Conoce (Remix)
30,369,306,False,1967941452,2019/05/16,No Me Conoce (Remix)
57,409,219,False,1018184769,2019/10/10,"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) (Official Music Video)"
29,90,292,False,1003516599,2019/08/22,Adicto (Official Video)
29,47,292,False,1003516599,2019/08/22,Adicto (Official Video)
54,30,266,False,875631782,2019/05/10,Soltera (remix)
54,143,266,False,875631782,2019/05/10,Soltera (remix)
30,90,252,False,1010195022,2019/05/31,Callaita
58,1,233,False,858182566,2019/12/12,Sigues Con El (feat. Sech)
90,57,177,False,879843326,2020/07/15,"Agua (Music From ""Sponge On The Run"" Movie)"
59,47,204,False,613838052,2019/03/21,Te Robaré
2,7,198,False,565509632,2019/08/28,Fantasias
7,360,208,False,628572594,2019/03/14,El Efecto
65,59,303,False,486773458,2019/03/28,Verte Ir
65,85,303,False,486773458,2019/03/28,Verte Ir
65,29,303,False,486773458,2019/03/28,Verte Ir
45,410,214,False,537214188,2019/05/10,Hola señorita
47,26,208,False,481178344,2019/08/15,"Yo x Ti, Tu x Mi (Official Video)"
45,56,196,False,433938408,2019/04/18,La Respuesta (Official Video)
91,396,184,False,492540376,2020/03/09,Por primera vez
68,57,190,False,445540266,2019/06/13,Loco Contigo
68,381,190,False,445540266,2019/06/13,Loco Contigo
2,411,469,False,541729962,2019/09/11,"🌡105F RMX - Kevvo FT Chencho Corleone, Farruko , Myke Towers, Arcangel, Ñengo Flow, Darell, Brytiago (feat. Myke Towers, Darell, Arcangel & Ñengo Flow)"
2,360,469,False,541729962,2019/09/11,"🌡105F RMX - Kevvo FT Chencho Corleone, Farruko , Myke Towers, Arcangel, Ñengo Flow, Darell, Brytiago (feat. Myke Towers, Darell, Arcangel & Ñengo Flow)"
30,57,251,False,618688174,2019/10/14,LA CANCIÓN
48,143,276,False,458266079,2019/06/27,Si Supieras
29,346,221,False,14793300,2022/11/08,DURO (feat. Jenny La Sexy Voz)
29,347,221,False,14793300,2022/11/08,DURO (feat. Jenny La Sexy Voz)
2,43,261,False,423056815,2019/09/06,"DJ no pare (Remix) (feat. Lenny Tavárez, Dalex & Zion)"
2,315,261,False,423056815,2019/09/06,"DJ no pare (Remix) (feat. Lenny Tavárez, Dalex & Zion)"
43,47,274,False,2441808749,2017/08/18,Criminal
87,412,211,False,2241342688,2017/11/16,Échame La Culpa
2,59,240,False,375786759,2018/12/21,Baby
2,375,240,False,375786759,2018/12/21,Baby
7,360,232,False,366885156,2021/12/09,Desesperados
59,57,192,False,2128224262,2018/03/01,X
56,43,217,False,2080735708,2018/04/20,Sin Pijama
30,57,306,False,1967941452,2019/05/16,No Me Conoce (Remix)
30,369,306,False,1967941452,2019/05/16,No Me Conoce (Remix)
92,93,198,False,1585466199,2017/07/28,Robarte un Beso (Official Video)
30,369,214,False,1240839109,2020/10/29,Dákiti
30,29,269,False,350705083,2020/05/28,Hasta que Dios diga
53,2,305,False,44016875,2019/11/29,Bellaquita (remix)
53,61,305,False,44016875,2019/11/29,Bellaquita (remix)
53,43,305,False,44016875,2019/11/29,Bellaquita (remix)
30,356,296,False,354268719,2020/02/28,Safaera
30,12,296,False,354268719,2020/02/28,Safaera
43,379,221,False,1411448860,2018/06/01,No Me Acuerdo (Official Video)
10,370,204,False,1398140533,2019/11/07,Tusa (Official Video)
59,413,227,False,1379863752,2015/03/23,El Perdón
10,29,258,False,1346134778,2019/01/14,Secreto
30,90,252,False,1010195743,2019/05/31,Callaita
29,90,292,False,1003517188,2019/08/22,Adicto (Official Video)
29,47,292,False,1003517188,2019/08/22,Adicto (Official Video)
93,383,248,False,933484979,2018/08/09,Ya No Tiene Novio (Official Video)
32,47,239,False,1057344225,2018/06/28,Vaina loca
32,383,204,False,896384968,2018/10/11,Desconocidos
32,396,204,False,896384968,2018/10/11,Desconocidos
54,30,266,False,875631782,2019/05/10,Soltera (remix)
54,143,266,False,875631782,2019/05/10,Soltera (remix)
90,57,177,False,879843326,2020/07/15,"Agua (Music From ""Sponge On The Run"" Movie)"
10,414,214,False,881268390,2021/03/25,EL MAKINON (Official Video)
58,1,233,False,858182566,2019/12/12,Sigues Con El (feat. Sech)
16,371,218,False,774904622,2020/07/17,La Curiosidad
16,230,218,False,774904622,2020/07/17,La Curiosidad
30,26,218,False,573131192,2021/02/14,LA NOCHE DE ANOCHE
9,323,229,False,30257557,2022/07/21,Quieres
9,4,229,False,30257557,2022/07/21,Quieres
94,415,201,False,4609371,2022/06/09,Mujeriego
30,348,259,False,226722028,2022/05/06,Ojitos Lindos
7,360,232,False,366885156,2021/12/09,Desesperados
95,324,189,False,31137889,2021/12/14,Ya No Somos
10,63,145,False,114470401,2021/12/21,FRIKI (Official Video)
50,30,232,False,401175322,2021/08/02,"Aventura, Bad Bunny - Volví (Video Oficial)"
50,345,232,False,401175322,2021/08/02,"Aventura, Bad Bunny - Volví (Video Oficial)"
